8918;24,16
3969;24,13
3455;24,19
3109;24,12
2912;24,17
2704;24,18
2515;24,14
2449;24,15
2090;24,20
1779;24,11
1383;24,24
1149;24,21
1016;24,10
814;24,22
543;24,8
403;24,23
270;24,9
51;23,16
32;23,15
26;23,12
